CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
167,Female,0,No,No,56,Yes,No,No,No internet service,No,No,Yes,Yes,No,Two Year,No,Bank transfer (automatic),94.83414894775993,7344.449001495126,1
168,Female,1,No,Yes,65,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Two Year,No,Mailed check,55.06140791000675,2025.176922188795,0
169,Male,1,No,No,4,Yes,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-Month,No,Credit card (automatic),113.62466095156317,7068.495941791038,0
170,Male,0,No,No,43,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,One Year,Yes,Mailed check,41.04678995048583,7999.37057874898,0
171,Female,0,Yes,No,26,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,Yes,Two Year,Yes,Bank transfer (automatic),72.36981590224889,3571.8613986895793,1
172,Female,1,Yes,Yes,62,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Two Year,Yes,Electronic check,20.73151872944687,1095.3163126807553,1
173,Male,1,No,Yes,65,Yes,No phone service,No,No internet service,No,No,No,No internet service,No internet service,Month-to-Month,Yes,Credit card (automatic),46.64922849532402,2185.8606760896396,0
174,Female,1,No,No,9,No,No phone service,No,No,No internet service,Yes,Yes,No,No internet service,Two Year,Yes,Bank transfer (automatic),58.89761085102086,1723.123508198181,0
175,Female,0,Yes,No,66,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two Year,No,Bank transfer (automatic),119.5613099944866,3711.725885307289,0
176,Male,1,Yes,Yes,1,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-Month,No,Credit card (automatic),66.39754416784258,5288.584279364898,1
177,Female,1,Yes,Yes,66,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Two Year,No,Bank transfer (automatic),70.3599175849819,7665.595215915764,0
178,Female,0,No,Yes,58,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-Month,No,Bank transfer (automatic),44.89877130102409,841.3437067923555,0
179,Male,0,No,Yes,20,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No internet service,Month-to-Month,No,Electronic check,56.42076368491717,1569.801682026203,0
180,Female,0,Yes,Yes,60,No,No phone service,No,Yes,No internet service,No,No,No internet service,Yes,Two Year,No,Bank transfer (automatic),53.35002076564664,1994.565342918386,0
181,Male,1,Yes,Yes,44,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Two Year,Yes,Electronic check,53.8767147200872,626.9685224027568,1
182,Female,1,No,No,22,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,One Year,Yes,Bank transfer (automatic),56.83332789788689,6753.834649645566,0
183,Male,1,Yes,No,56,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-Month,Yes,Bank transfer (automatic),25.010507040079105,6596.512576451535,1
184,Female,1,Yes,No,12,No,Yes,No,No,No,No,No internet service,No,No internet service,Month-to-Month,No,Electronic check,102.14619652578826,989.2327835501012,1
185,Female,1,Yes,No,6,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Two Year,No,Credit card (automatic),76.23515862233644,1808.8621025241493,1
186,Female,1,No,No,40,Yes,Yes,No,No,No,Yes,Yes,No internet service,Yes,One Year,Yes,Electronic check,86.58854640430772,1711.4115227350405,1
187,Male,1,No,No,32,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,One Year,No,Electronic check,98.36906911381749,2600.4166023628486,1
188,Male,0,Yes,Yes,14,No,Yes,DSL,No,Yes,No,No,No,Yes,Two Year,No,Credit card (automatic),55.106615019374786,4851.938887315238,0
189,Female,1,Yes,No,55,No,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-Month,Yes,Bank transfer (automatic),44.45472024685333,5156.372807229753,0
190,Female,0,Yes,No,42,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Month-to-Month,No,Bank transfer (automatic),34.22678448186494,1693.7910539737325,1
191,Female,1,Yes,No,19,Yes,Yes,No,No,No,No internet service,Yes,Yes,No internet service,Two Year,Yes,Credit card (automatic),117.22520839394777,4234.368657454824,1
192,Male,0,No,Yes,41,No,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-Month,Yes,Mailed check,102.24056197338577,5438.675436635923,0
193,Female,0,Yes,Yes,63,No,No phone service,No,No internet service,Yes,No,Yes,Yes,No,One Year,No,Mailed check,114.25972366152368,4118.627444003174,0
194,Male,1,Yes,No,12,No,No phone service,No,Yes,No internet service,Yes,No,Yes,No internet service,One Year,No,Mailed check,115.01856754193138,6858.540178704491,1
195,Female,1,No,No,41,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank transfer (automatic),80.21778085347032,4092.7361281507024,0
196,Female,1,No,Yes,39,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No internet service,Month-to-Month,Yes,Mailed check,40.75092943248214,738.3671347423989,1
197,Male,1,Yes,Yes,65,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-Month,Yes,Mailed check,41.93179008337106,4015.7923030009665,1
198,Female,0,No,No,36,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,No,One Year,No,Electronic check,44.37146356217072,2185.379517963599,1
199,Female,1,No,Yes,41,Yes,No,No,No internet service,No,No internet service,Yes,Yes,No internet service,Two Year,No,Mailed check,93.41540163002692,174.75245187425048,0
200,Female,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-Month,Yes,Credit card (automatic),59.076035314642276,4524.556573585797,1
201,Female,0,No,No,61,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-Month,Yes,Electronic check,42.30043016659447,7688.258322594596,0
202,Female,0,No,Yes,17,Yes,No phone service,No,No,Yes,No internet service,No internet service,No,No internet service,Two Year,Yes,Mailed check,37.17923081105154,7797.202216154982,1
203,Female,1,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Month-to-Month,Yes,Electronic check,95.67235500226644,548.9340204967386,1
204,Male,1,No,Yes,15,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Two Year,Yes,Electronic check,97.6611599935772,7913.134181012708,1
205,Female,1,Yes,No,63,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,One Year,No,Credit card (automatic),118.36082099741337,4749.063227335429,0
206,Male,1,Yes,No,24,No,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-Month,Yes,Electronic check,59.959735863611535,3209.505206474707,1
207,Female,1,Yes,No,5,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,One Year,Yes,Credit card (automatic),71.88370282261073,3440.6679532956496,1
208,Female,1,No,Yes,17,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank transfer (automatic),48.34950395536467,6331.869439676732,1
209,Female,1,Yes,No,43,No,No phone service,No,No,No internet service,No internet service,Yes,Yes,No internet service,Two Year,Yes,Mailed check,82.86825635396325,114.21207125929028,0
210,Male,1,Yes,Yes,20,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-Month,No,Bank transfer (automatic),64.20872192416641,2147.8791628760428,0
211,Female,1,No,Yes,24,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-Month,Yes,Bank transfer (automatic),69.67403904700734,7263.983355203958,0
212,Male,1,No,No,42,No,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-Month,Yes,Credit card (automatic),85.07130108715977,7565.353203134683,0
213,Male,0,No,Yes,6,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Two Year,Yes,Bank transfer (automatic),33.47044348877189,1888.8840189022492,1
214,Male,0,Yes,No,24,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-Month,Yes,Credit card (automatic),87.41760611807702,3758.6973919303323,0
215,Male,1,No,Yes,63,No,Yes,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-Month,No,Mailed check,57.48673235707247,5340.741917329062,0
216,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,One Year,Yes,Mailed check,87.10596032431438,575.9215403015567,0
217,Female,0,Yes,Yes,5,No,No phone service,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-Month,No,Bank transfer (automatic),51.783372659989205,2272.8853982133232,1
218,Male,1,Yes,No,44,No,Yes,Fiber optic,No internet service,No,Yes,No,No,No,One Year,Yes,Electronic check,49.68352092747768,348.50437370213217,0
219,Female,0,Yes,No,58,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,One Year,Yes,Bank transfer (automatic),35.08925534547838,1335.8502278533722,0
220,Male,0,No,Yes,32,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,One Year,No,Mailed check,82.71868911722012,4100.781848245739,0
221,Female,1,Yes,Yes,8,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One Year,Yes,Credit card (automatic),28.207818386500442,2135.7598322001095,0
222,Female,1,No,No,31,No,No,No,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-Month,Yes,Mailed check,42.694118366787265,428.75179286620005,0
223,Male,1,Yes,No,62,No,No,DSL,No,No,Yes,No,No,No internet service,Month-to-Month,Yes,Credit card (automatic),91.48486972760196,2317.226896332373,0
224,Female,1,Yes,No,39,Yes,Yes,No,No,No,Yes,No,No internet service,No internet service,Month-to-Month,No,Mailed check,96.07629359986224,6948.540846076334,1
225,Female,0,Yes,No,44,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No,One Year,Yes,Bank transfer (automatic),31.792822302004303,2382.7909499543202,0
226,Male,1,Yes,No,2,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,One Year,No,Credit card (automatic),85.60907672782156,7860.18727850318,1
227,Female,1,No,No,7,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-Month,Yes,Electronic check,89.65025113928975,7056.496913205385,0
228,Female,1,No,Yes,22,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-Month,No,Credit card (automatic),22.680936691109892,4595.122115673129,0
229,Male,0,No,No,62,No,No,No,No,No internet service,Yes,Yes,No,No internet service,One Year,No,Credit card (automatic),84.34919541297205,3040.097560750657,0
230,Female,0,No,Yes,67,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,One Year,No,Electronic check,100.40681033941277,6605.4924460691445,1
231,Male,1,No,Yes,49,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-Month,Yes,Electronic check,39.47504394707722,3483.6323240168153,0
232,Female,0,No,No,21,No,No,No,No internet service,No,Yes,No internet service,No,No,Month-to-Month,Yes,Electronic check,84.73536855555679,4059.368670251914,1
233,Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One Year,No,Mailed check,113.762048855474,995.130711668181,0
234,Female,1,Yes,Yes,31,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Two Year,Yes,Mailed check,95.69870474804719,6159.966816149197,1
235,Female,0,No,No,3,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-Month,Yes,Bank transfer (automatic),114.16580845599508,4502.034683032567,0
236,Female,1,Yes,No,59,No,No,No,No,No internet service,No internet service,No,Yes,Yes,Two Year,No,Bank transfer (automatic),99.30009231527856,6207.291297545755,1
237,Male,0,Yes,Yes,50,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-Month,No,Mailed check,30.784617371025874,7278.272864422737,1
238,Male,0,Yes,Yes,2,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-Month,Yes,Credit card (automatic),86.69166138905666,3673.5440798108175,1
239,Male,1,No,No,22,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,One Year,Yes,Mailed check,65.1661254769682,2197.5580794285806,1
240,Male,1,Yes,Yes,5,No,Yes,No,No internet service,No,Yes,No internet service,Yes,No,Two Year,Yes,Bank transfer (automatic),60.02464387794411,6051.329935523729,1
241,Male,0,No,Yes,49,No,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-Month,No,Electronic check,78.42775252526846,1583.564181589413,1
242,Male,0,Yes,No,33,Yes,No phone service,No,Yes,No internet service,No,No internet service,No,No,Two Year,Yes,Mailed check,86.50805415528113,3834.051825123012,0
243,Female,0,Yes,No,17,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-Month,Yes,Bank transfer (automatic),79.76463282308033,2655.704960766492,1
244,Male,1,Yes,Yes,1,No,Yes,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-Month,No,Credit card (automatic),54.03830386126621,363.5391356341751,1
245,Male,0,Yes,No,41,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-Month,No,Bank transfer (automatic),72.16054381946392,1561.4113082341698,0
246,Female,1,Yes,Yes,8,No,No,No,Yes,No,No internet service,Yes,No internet service,No internet service,One Year,Yes,Mailed check,87.96387700622861,1607.4334498704363,1
247,Female,0,No,No,65,No,Yes,No,Yes,No internet service,No internet service,Yes,No,No,One Year,No,Bank transfer (automatic),38.21332838773698,1186.8505941511967,0
248,Female,0,Yes,No,63,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-Month,No,Credit card (automatic),87.12410509496944,7822.185635858176,0
249,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Two Year,No,Bank transfer (automatic),107.99698144960423,6262.7967062106845,1
250,Female,1,Yes,No,17,No,No,DSL,Yes,No,No internet service,No internet service,No,No internet service,Month-to-Month,Yes,Electronic check,26.178253002552424,794.4865539374433,1
251,Female,0,Yes,No,49,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No internet service,Two Year,Yes,Credit card (automatic),59.29890578268691,7294.611659162098,1
252,Male,0,Yes,No,9,Yes,No phone service,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-Month,Yes,Bank transfer (automatic),63.91109802929785,4672.965801113277,1
253,Female,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,No internet service,One Year,Yes,Electronic check,97.04211319253288,6281.507751952303,0
254,Female,0,Yes,Yes,3,No,Yes,No,Yes,No,No internet service,No,No,No internet service,One Year,No,Mailed check,107.98476283102681,6934.509176737889,1
255,Male,1,No,Yes,19,No,No phone service,No,No internet service,No,Yes,No,Yes,Yes,Month-to-Month,No,Electronic check,31.06196823668977,4129.792386679661,0
256,Male,0,No,Yes,40,Yes,No phone service,No,No,Yes,No,No internet service,No internet service,No,One Year,No,Electronic check,42.62551859552549,687.4692556017802,1
257,Male,0,Yes,Yes,24,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Two Year,No,Electronic check,50.93780221306783,6419.205490203719,0
258,Male,0,No,No,60,No,No,DSL,No,No,Yes,Yes,No internet service,Yes,One Year,No,Credit card (automatic),49.130339045317115,7534.556318554972,0
259,Female,0,Yes,No,3,No,Yes,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-Month,Yes,Mailed check,40.023321452934425,4216.103636781386,0
260,Female,0,No,Yes,42,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes,One Year,Yes,Bank transfer (automatic),59.95194126034749,6158.791713384661,1
261,Female,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two Year,No,Mailed check,32.27167840952757,7090.037409477421,0
262,Female,1,No,Yes,22,No,No,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-Month,No,Bank transfer (automatic),64.37172401853698,6999.106030799405,1
263,Female,0,No,Yes,63,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-Month,Yes,Credit card (automatic),54.72838059557459,7016.375115239872,1
264,Female,1,No,Yes,49,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,One Year,No,Mailed check,27.769975734299006,5749.736626862431,1
265,Male,1,No,Yes,5,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed check,97.68995379573262,517.6647183734983,1
